datetime,Bx,By
2022-06-08 18:22:44+00:00,-19.922624585635358,4.083115745856354
2022-06-08 18:22:48+00:00,-23.469877562326868,5.570845706371191
2022-06-08 18:22:52+00:00,-23.279685792349728,4.299406830601093
2022-06-08 18:22:56+00:00,-21.828467123287673,6.210636712328767
2022-06-08 18:23:00+00:00,-22.361934806629836,2.947081215469613
2022-06-08 18:23:04+00:00,-4.551623433242507,-15.612836784741145
2022-06-08 18:23:08+00:00,-6.910787601078167,-17.497859838274934
2022-06-08 18:23:12+00:00,-4.701940860215054,-15.624263440860215
2022-06-08 18:23:16+00:00,-4.883085479452054,-16.696507671232876
2022-06-08 18:23:20+00:00,-4.488819459459459,-16.601574864864865
2022-06-08 18:23:24+00:00,-3.666900267379679,-16.07057540106952
2022-06-08 18:23:28+00:00,-18.45191008174387,-2.5989408719346048
2022-06-08 18:23:32+00:00,-20.907652747252747,3.253457692307692
2022-06-08 18:23:36+00:00,-15.025179063360882,-4.55940826446281
2022-06-08 18:23:40+00:00,-5.965251098901099,-17.205467582417583
2022-06-08 18:23:44+00:00,-5.14101978021978,-18.19344010989011
2022-06-08 18:23:48+00:00,-3.6921902173913046,-16.163848097826087
2022-06-08 18:23:52+00:00,-4.057706284153006,-17.4163631147541
2022-06-08 18:23:56+00:00,-3.5364494535519126,-17.43362267759563
2022-06-08 18:24:00+00:00,-12.79917589041096,-5.49792493150685
2022-06-08 18:24:04+00:00,-19.46630483870968,9.67224811827957
2022-06-08 18:24:08+00:00,-20.004961229946524,6.992221390374332
2022-06-08 18:24:12+00:00,-20.611904098360657,8.328966666666666
2022-06-08 18:24:16+00:00,-19.331580547945205,8.068269315068495
2022-06-08 18:24:20+00:00,-19.969176819407007,7.326820215633424
2022-06-08 18:24:24+00:00,-21.501039946380697,9.112020643431634
2022-06-08 18:24:28+00:00,-20.638513896457766,9.66026294277929
2022-06-08 18:24:32+00:00,-7.458626038781163,-8.960698614958448
2022-06-08 18:24:36+00:00,-7.828069482288829,-12.344166485013625
2022-06-08 18:24:40+00:00,-21.672073278236915,7.21096473829201
2022-06-08 18:24:44+00:00,-21.036447683923704,8.30264196185286
2022-06-08 18:24:48+00:00,-20.657857297297298,6.309955675675675
2022-06-08 18:24:52+00:00,-20.193515405405407,6.820105135135136
2022-06-08 18:24:56+00:00,-19.502357994579945,5.257339837398374
2022-06-08 18:25:00+00:00,-19.4948474801061,6.708041114058356
2022-06-08 18:25:04+00:00,-21.41465706521739,6.439426630434782
2022-06-08 18:25:08+00:00,-20.969093424657537,5.668728219178082
2022-06-08 18:25:12+00:00,-21.15062822580645,6.787172580645161
2022-06-08 18:25:16+00:00,-21.73859703504043,5.992490296495958
2022-06-08 18:25:20+00:00,-19.88180331491713,4.240724033149172
2022-06-08 18:25:24+00:00,-20.567402432432434,4.668215405405405
2022-06-08 18:25:28+00:00,-19.88311766304348,4.687725543478261
2022-06-08 18:25:32+00:00,-18.401004109589042,4.537670136986302
2022-06-08 18:25:36+00:00,-19.21246308539945,5.264794765840221
2022-06-08 18:25:40+00:00,-19.157638227146816,5.286275623268698
2022-06-08 18:25:44+00:00,-18.640098901098902,3.6073346153846155
2022-06-08 18:25:48+00:00,-19.4283408839779,2.0192698895027625
2022-06-08 18:25:52+00:00,-9.089340273972603,8.920447397260274
2022-06-08 18:25:56+00:00,4.063031129476584,17.315618181818184
2022-06-08 18:26:00+00:00,-9.699603591160221,10.386848342541436
2022-06-08 18:26:04+00:00,-19.027938504155124,5.197456509695291
2022-06-08 18:26:08+00:00,-5.750246978021978,-13.263481043956045
2022-06-08 18:26:12+00:00,-4.202039502762431,-16.73589447513812
2022-06-08 18:26:16+00:00,-20.160884530386742,4.014485082872929
2022-06-08 18:26:20+00:00,-20.003395616438358,1.6102575342465755
2022-06-08 18:26:24+00:00,-18.327933425414365,5.077950276243094
2022-06-08 18:26:28+00:00,-19.56077955801105,2.9185411602209945
2022-06-08 18:26:32+00:00,-20.364324725274724,3.7659425824175825
2022-06-08 18:26:36+00:00,-20.516177197802197,3.088048351648352
2022-06-08 18:26:40+00:00,-20.24419189189189,4.9175340540540535
2022-06-08 18:26:44+00:00,-20.295461126005364,6.788930831099196
2022-06-08 18:26:48+00:00,-19.842157142857143,6.321760989010989
2022-06-08 18:26:52+00:00,-19.540914095744682,6.420347340425532
2022-06-08 18:26:56+00:00,-18.660110781671158,7.067603773584906
2022-06-08 18:27:00+00:00,-19.444320478723405,5.214712765957446
2022-06-08 18:27:04+00:00,-19.884497282608695,4.838588043478261
2022-06-08 18:27:08+00:00,-18.326076881720432,4.319776075268817
2022-06-08 18:27:12+00:00,-17.780792915531336,3.371906811989101
2022-06-08 18:27:16+00:00,-20.5916320855615,5.627680748663101
2022-06-08 18:27:20+00:00,-19.80192192513369,6.6103465240641714
2022-06-08 18:27:24+00:00,-20.421205135135136,5.930195135135135
2022-06-08 18:27:28+00:00,-21.36326216216216,7.190948108108108
2022-06-08 18:27:32+00:00,-20.701452340425533,6.5788736170212765
